name;country_un_registery;users;purposes;orbit_class;perigee_km;apogee_km;inclination_deg;period_minutes;launch_mass_kg;launch_date;expected_lifetime_yrs;launch_site;launch_vehicle;operator;operatory_country
Globalstar FM37;USA;Commercial;Communications;LEO;1411;1417;52;114.1;450;15.03.1999;10;Baikonur Cosmodrome;Soyuz U;Globalstar;USA
Globalstar M065;USA;Commercial;Communications;LEO;1411;1416;52;114.1;450;29.05.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M066;USA;Commercial;Communications;LEO;1412;1415;52;114.1;450;20.10.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M067;USA;Commercial;Communications;LEO;1413;1414;52;114.1;450;20.10.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M069;USA;Commercial;Communications;LEO;1411;1416;52;114.1;450;29.05.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M070;USA;Commercial;Communications;LEO;1412;1415;52;114.1;450;20.10.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M071;USA;Commercial;Communications;LEO;1412;1415;52;114.1;450;29.05.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M072;USA;Commercial;Communications;LEO;1412;1416;52;114.1;450;29.05.2007;10;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M073;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M074;France;Commercial;Communications;LEO;1413;1415;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M075;France;Commercial;Communications;LEO;1413;1415;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M076;France;Commercial;Communications;LEO;1412;1415;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M077;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M078;France;Commercial;Communications;LEO;1412;1415;51.99;114.08;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Globalstar M079;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;19.10.2010;15;Baikonur Cosmodrome;Soyuz-Fregat;Globalstar;USA
Globalstar M080;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M081;France;Commercial;Communications;LEO;1412;1415;52;114.1;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M082;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M083;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M084;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M085;France;Commercial;Communications;LEO;1413;1415;52;114.1;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M086;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M088;France;Commercial;Communications;LEO;1412;1415;52;114.1;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M089;France;Commercial;Communications;LEO;1413;1415;51.99;118.2;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M090;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M091;France;Commercial;Communications;LEO;1413;1415;52;114.1;700;13.07.2011;15;Baikonur Cosmodrome;Soyuz-2.1a;Globalstar;USA
Globalstar M092;France;Commercial;Communications;LEO;1413;1414;52;114.1;700;28.12.2011;15;Baikonur Cosmodrome;Soyuz-2.1a/Fregat;Globalstar;USA
Globalstar M093;France;Commercial;Communications;LEO;1412;1415;51.98;113.35;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Globalstar M094;France;Commercial;Communications;LEO;1413;1414;51.99;103.44;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Globalstar M095;France;Commercial;Communications;LEO;1413;1414;51.98;114.08;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Globalstar M096;France;Commercial;Communications;LEO;1413;1414;52.01;103.48;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Globalstar M097;France;Commercial;Communications;LEO;1370;1391;52.01;113.96;700;06.02.2013;15;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;Globalstar;USA
Cosmos 2559;;Military/Commercial;Navigation/Global Positioning;MEO;19110;19149;64.8;676.2;1415;10.10.2022;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2471;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19116;19146;64.77;675.78;935;26.02.2011;10;Plesetsk Cosmodrome;Soyuz-2;Ministry of Defense;Russia
Cosmos 2501;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19103;19178;64.83;676.15;935;01.12.2014;10;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2547;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19103;19146;64.8;675.5;1415;25.10.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2557;;Military/Commercial;Navigation/Global Positioning;MEO;19103;19156;64.8;676.15;974;07.07.2022;10;Plesetsk Cosmodrome;Soyuz-2.1b;Minisry of Defense;Russia
Cosmos 2425;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19130;19130;64.8;675.75;1480;25.12.2006;7;Baikonur Cosmodrome;Proton K;Ministry of Defense;Russia
Cosmos 2426;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19130;19130;64.8;675.75;1480;25.12.2006;7;Baikonur Cosmodrome;Proton K;Ministry of Defense;Russia
Cosmos 2432;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19094;19171;64.9;675.83;1480;26.10.2007;7;Baikonur Cosmodrome;Proton K;Ministry of Defense;Russia
Cosmos 2433;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19124;19133;64.9;675.67;1480;26.10.2007;7;Baikonur Cosmodrome;Proton K;Ministry of Defense;Russia
Cosmos 2434;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19142;19378;64.66;680.91;1480;25.12.2007;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2436;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19147;19365;64.67;680.75;1480;25.12.2007;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2456;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19132;19419;64.81;681.53;1415;14.12.2009;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2459;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19119;19146;64.76;675.85;1415;01.03.2010;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2460;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19131;19133;64.77;675.81;1415;01.03.2010;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2457;Russia;Military/Commercial;Navigation/Global Positioning;MEO;18864;19130;64.78;670.47;1415;14.12.2009;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2461;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19128;19135;64.77;675.81;1415;01.03.2010;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2464;Russia;Military/Commercial;Navigation/Global Positioning;MEO;18909;19123;64.82;671.2;1415;02.09.2010;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2476;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19142;19204;64.8;677.46;1415;04.11.2011;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2477;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19150;19199;64.8;677.5;1415;04.11.2011;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2475;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19139;19212;64.78;677.54;1415;04.11.2011;7;Baikonur Cosmodrome;Proton M;Ministry of Defense;Russia
Cosmos 2485;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19087;19173;64.77;675.73;1415;26.04.2013;7;Plesetsk Cosmodrome;Soyuz-2;Ministry of Defense;Russia
Cosmos 2514;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19106;19154;64.8;675.75;1415;07.02.2016;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2522;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19103;19156;64.8;675.75;1415;22.09.2017;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2516;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19094;19153;64.8;675.49;1415;29.05.2016;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2500;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19114;19146;64.77;675.73;1415;14.06.2014;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2527;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19121;19154;64.8;676.03;1415;18.06.2018;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2529;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19123;19163;64.8;767.2;1415;03.11.2018;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2534;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19097;19162;64.8;675.7;1415;27.05.2019;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
Cosmos 2544;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19003;19149;64.8;673.1;1415;11.12.2019;7;Plesetsk Cosmodrome;Soyuz-2.1a;Ministry of Defense;Russia
Cosmos 2545;Russia;Military/Commercial;Navigation/Global Positioning;MEO;19131;19155;64.8;676.2;1415;16.02.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Ministry of Defense;Russia
GMS-T;;Commercial;Communications;LEO;1210;1217;90;109.7;50;20.01.2021;;Rocket Lab Launch Complex 1;Electron;OHB SE (Orbitale Hochtechnologie Bremen);Germany
GNOMES-1;USA;Commercial;Earth Science;LEO;599;609;97.9;96.7;30;30.08.2020;;Cape Canaveral;Falcon 9;PlanetiQ;USA
GNOMES-2;;Commercial;Earth Science;LEO;522;536;97.5;94.5;30;30.06.2021;;Cape Canaveral;Falcon 9;PlanetiQ;USA
GNOMES-3;;Commercial;Earth Science;LEO;637;653;98;96;30;01.04.2022;;Cape Canaveral;Falcon 9;PlanetiQ;USA
GOES-13;USA;Military;Earth Observation;GEO;35768;35801;0.28;1436;3200;24.05.2006;7;Cape Canaveral;Delta 4;US Air Force;USA
GOES-14;USA;Government;Earth Observation;GEO;35170;35170;0;1436;3200;27.06.2009;10;Cape Canaveral;Delta 4;NOAA (National Oceanographic and Atmospheric Administration);USA
GOES-15;USA;Government;Earth Observation;GEO;35786;35788;0.42;1436.14;3175;04.03.2010;10;Cape Canaveral;Delta 4;NOAA (National Oceanographic and Atmospheric Administration);USA
GOES-R;USA;Government;Earth Observation;GEO;35790;35795;0;1436.1;5192;19.11.2016;20;Cape Canaveral;Atlas 5;NOAA (National Oceanographic and Atmospheric Administration);USA
GOES-S;USA;Government;Earth Observation;GEO;35778;35795;0;1436.09;5211;01.03.2018;15;Cape Canaveral;Atlas 5;NOAA (National Oceanographic and Atmospheric Administration);USA
GOES-T;;Government;Earth Observation;GEO;35781;35804;0.1;1436.1;5209;01.03.2022;15;Cape Canaveral;Atlas 5;NOAA (National Oceanographic and Atmospheric Administration);USA
Göktürk 1;;Military;Earth Observation;LEO;683;683;98.1;98.42;1060;05.12.2016;7;Guiana Space Center;Vega;Turkish Ministry of National Defense;Turkey
Göktürk 2;;Military;Earth Observation;LEO;669;690;98.16;98.35;409;18.12.2012;5;Jiuquan Satellite Launch Center;Long March 2D;Turkish Ministry of National Defense;Turkey
Golden Bauhinia 1-03;;Commercial;Earth Observation;LEO;479;501;97.4;94.5;10;06.12.2021;;Jiuquan Satellite Launch Center;Ceres 1;Hong Kong Aerospace Technology Group;China
Golden Bauhinia 5;;Commercial;Earth Observation;LEO;473;503;97.4;94.5;10;06.12.2021;;Jiuquan Satellite Launch Center;Ceres 1;Hong Kong Aerospace Technology Group;China
GomX-4A;Denmark;Military;Earth Observation;LEO;483;506;97.3;94.5;8;02.02.2018;;Jiuquan Satellite Launch Center;Long March 2D;GomSpace ApS;Denmark
GomX-4B;Denmark;Government;Technology Development;LEO;486;508;97.3;94.5;8;02.02.2018;;Jiuquan Satellite Launch Center;Long March 2D;GomSpace ApS;Denmark
Gonets M-11;Russia;Commercial;Communications;LEO;1497;1508;82.4;116;280;31.03.2015;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-12;Russia;Commercial;Communications;LEO;1494;1506;82.4;116;280;31.03.2015;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-13;Russia;Commercial;Communications;LEO;1171;1504;82.4;116;280;31.03.2015;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-14;Russia;Commercial;Communications;LEO;1482;1507;82.49;115.86;270;11.09.2013;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-16;Russia;Commercial;Communications;LEO;1493;1508;82.49;116;270;11.09.2013;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-17;Russia;Commercial;Communications;LEO;1494;1509;92.49;116.02;270;11.09.2013;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-18;Russia;Commercial;Communications;LEO;1479;1510;82.52;115.87;280;03.07.2014;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-19;Russia;Commercial;Communications;LEO;1480;1512;82.51;115.89;280;03.07.2014;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-20;Russia;Commercial;Communications;LEO;1478;1509;82.51;115.84;280;03.07.2014;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets-M-24;Russia;Commercial;Communications;LEO;1498;1505;82.51;116.01;280;26.12.2019;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-25;Russia;Commercial;Communications;LEO;1499;1507;82.51;116.01;280;26.12.2019;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-26;Russia;Commercial;Communications;LEO;1500;1507;82.5;116.01;280;26.12.2019;7;Plesetsk Cosmodrome;Rokot;Gonets Satcom;Russia
Gonets M-27;Russia;Commercial;Communications;LEO;1486;1506;82.5;116.01;280;28.09.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
Gonets M-28;Russia;Commercial;Communications;LEO;1486;1505;82.5;116.01;280;28.09.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
Gonets M-29;Russia;Commercial;Communications;LEO;1484;1504;82.5;116.01;280;28.09.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
Gonets M-30;Russia;Commercial;Communications;LEO;1487;1506;82.5;115.9;280;03.12.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
Gonets M-31;Russia;Commercial;Communications;LEO;1486;1506;82.5;115.9;280;03.12.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
Gonets M-32;Russia;Commercial;Communications;LEO;1484;1506;82.5;115.9;280;03.12.2020;7;Plesetsk Cosmodrome;Soyuz-2.1b;Gonets Satcom;Russia
GOSAT-2;Japan;Government;Earth Observation;LEO;585;599;97.85;96.5;1800;29.10.2018;5;Tanegashima Space Center;H2A;JAXA, Ministry of Environment, National Institute of Environmental Studies;Japan
Gossamer Piccolomini;;Commercial;Earth Observation;LEO;525;535;97.5;94.6;1;13.01.2022;;Cape Canaveral;Falcon 9;Lunasonde;USA
GovSat-1;Luxembourg;Government/Military;Communications;GEO;35766;35807;0;1436.1;4230;31.01.2018;15;Cape Canaveral;Falcon 9;LuxGovSat;Luxembourg
GPM Core Observatory;;Government;Earth Observation;LEO;392;409;65.02;92.57;3850;27.02.2014;;Tanegashima Space Center;H2A;National Aeronautics and Space Administration (NASA)/JAXA;Multinational
Grace Follow-on-1;USA;Government;Earth Observation;LEO;485;504;88.9;94.5;600;22.05.2018;5;Vandenberg AFB;Falcon 9;NASA/German Research Centre for Geosciences (GFZ);Multinational
Grace Follow-on-2;USA;Government;Earth Observation;LEO;484;504;88.9;94.5;600;22.05.2018;5;Vandenberg AFB;Falcon 9;NASA/German Research Centre for Geosciences (GFZ);Multinational
Ibuki;Japan;Government;Earth Observation;LEO;668;670;98.1;98.1;1750;23.01.2009;5;Tanegashima Space Center;H2A;Japan Aerospace Exploration Agency (JAXA);Japan
GRUS-1A;Japan;Commercial;Earth Observation;LEO;570;582;97.7;96.2;100;27.12.2018;5;Vostochny Cosmodrome;Soyuz-2.1a;Axelspace;Japan
GRUS-1B;Japan;Commercial;Earth Observation;LEO;579;604;97.7;96.5;100;22.03.2021;5;Baikonur Cosmodrome;Soyuz-2.1a;Axelspace;Japan
GRUS-1C;Japan;Commercial;Earth Observation;LEO;579;604;97.7;96.5;100;22.03.2021;5;Baikonur Cosmodrome;Soyuz-2.1a;Axelspace;Japan
GRUS-1D;Japan;Commercial;Earth Observation;LEO;579;604;97.7;96.5;100;22.03.2021;5;Baikonur Cosmodrome;Soyuz-2.1a;Axelspace;Japan
GRUS-1E;Japan;Commercial;Earth Observation;LEO;578;604;97.7;96.5;100;22.03.2021;5;Baikonur Cosmodrome;Soyuz-2.1a;Axelspace;Japan
GSAT-10;India;Government;Communications;GEO;35777;35795;0.06;1436.07;3400;28.09.2012;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-11;India;Government;Communications;GEO;35775;35798;0.12;1436.09;5854;04.12.2018;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-12;India;Government;Communications;GEO;35761;35811;0.09;1436.1;1410;15.07.2011;8;Satish Dhawan Space Centre;PSLV C17;Indian Space Research Organization (ISRO);India
GSAT-14;India;Government;Communications;GEO;35763;35810;0.23;1436.1;1982;05.01.2014;12;Satish Dhawan Space Centre;GSLV;Indian Space Research Organization (ISRO);India
GSAT-15;India;Government;Communications;GEO;35782;35805;0.1;1436.1;3164;10.01.2015;12;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-16;Inda;Government;Communications;GEO;35776;35798;0.18;1436.1;3181;06.12.2014;15;Guiana Space Center;Ariane 5 ECA;Indian Space Research Organization (ISRO);India
GSAT-17;India;Government;Communications;GEO;35757;35817;0;1436.1;3477;28.06.2017;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-18;India;Government;Communications;GEO;35775;35812;0;1436.1;3404;05.10.2016;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-19E;India;Government;Communications;GEO;35777;35795;0;1436.1;3136;03.06.2017;10;Satish Dhawan Space Centre;GSLV MK.3;Indian Space Research Organization (ISRO);India
GSAT-24;;Government;Communications;GEO;35753;35830;0;1436.1;4181;22.06.2022;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-29;India;Government;Communications;GEO;37782;37807;0.1;1436.1;3400;14.11.2018;10;Satish Dhawan Space Centre;GSLV MK.3;Indian Space Research Organization (ISRO);India
GSAT-30;India;Government;Communications;GEO;35794;35844;0.12;1437.7;3357;16.01.2020;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-31;India;Government;Communications;GEO;35774;35799;0.1;1436.1;2536;05.02.2019;15;Guiana Space Center;Ariane 5;Indian Space Research Organization (ISRO);India
GSAT-6;;Government/Commercial;Communications;GEO;35775;35775;0;1436.1;2110;27.08.2015;12;Satish Dhawan Space Centre;GSLV;Indian Space Research Organization (ISRO);India
GSAT-7;India;Military;Communications;GEO;35757;35814;0.19;1436;2650;29.08.2013;7;Guiana Space Center;Ariane 5 ECA;Indian Navy;India
GSAT-7A;India;Military;Communications;GEO;35777;35796;0.01;1436.11;2250;19.12.2018;8;Satish Dhawan Space Centre;GSLV Mk.2;Indian Air Force;India
